player.name,season,player.team.code,player.team.tvCodes,player.team.name,minutesPlayed,cluster,cluster_prob_max,prob_cluster_0,prob_cluster_1,prob_cluster_2,prob_cluster_3,Height,offensiveReboundsPercentage,defensiveReboundsPercentage,assistsRatio,turnoversRatio,blocks,steals,pointsScored,usageProxy,pir,freeThrowsRate,freeThrowsPercentage,fieldGoalsAttempted,twoPointersPercentage,threePointersPercentage,3FGA_Pct,Corner_3FGA_Pct,0_1m_FGA_Pct,1_3.5m_FGA_Pct,3.5m_3pt_FGA_Pct
"MITCHELL, MATTHEW",2024,ZAL,ZAL,Zalgiris Kaunas,14.378160919540228,2,0.9999994097071473,5.885228243659063e-07,1.7700277493836996e-09,0.9999994097071473,0.0,198.0,0.054,0.141,0.168,0.149,0.6,5.0,58.5,0.3825245823007435,47.9,0.299,0.759,60.3,0.4429999999999999,0.1669999999999999,37.11,41.67,4.12,40.21,18.56
"AJINCA, MELVIN",2024,ASV,ASV,LDLC ASVEL Villeurbanne,14.42777777777778,0,0.9999999999999885,0.9999999999999885,9.04521779556459e-17,1.1321983447038481e-14,0.0,202.99999999999997,0.021,0.076,0.062,0.1169999999999999,0.0,1.4,101.5,0.3742780130920292,50.4,0.096,0.909,78.7,0.5,0.427,71.93,17.07,2.63,18.42,7.02
"HACKETT, DANIEL",2024,VIR,VIR,Virtus Segafredo Bologna,15.51774193548387,1,0.9999907451352111,9.254864769932212e-06,0.9999907451352111,1.8588674130046723e-14,0.0,193.0,0.019,0.129,0.341,0.177,0.0,7.0,48.7,0.3286560648581228,57.5,0.2,0.857,44.3,0.382,0.361,51.43,11.11,0.0,34.29,14.29
"LIGHTY, DAVID",2024,ASV,ASV,LDLC ASVEL Villeurbanne,19.44242424242424,0,0.9945837830085905,0.9945837830085905,0.005416214211193746,2.780215736478242e-09,0.0,197.0,0.019,0.089,0.182,0.1119999999999999,1.1,9.1,78.1,0.2931733167082294,56.7,0.145,0.778,66.3,0.436,0.406,55.65,21.74,2.42,20.97,20.97
"RICCI, GIAMPAOLO",2024,MIL,EA7,EA7 Emporio Armani Milan,15.1125,0,0.9999999999745928,0.9999999999745928,1.1434280838318604e-36,2.5407703038454035e-11,0.0,200.99999999999997,0.046,0.156,0.128,0.109,6.4,10.9,104.0,0.2249793217535153,94.9,0.074,1.0,73.9,0.652,0.4479999999999999,71.6,24.14,4.94,22.22,1.23
"SY, BANDJA",2024,PRS,PBB,Paris Basketball,13.516190476190475,0,0.9992080884372517,0.9992080884372517,1.3481127958932652e-71,0.0007919115627490952,0.0,202.99999999999997,0.064,0.106,0.1159999999999999,0.143,9.8,12.5,96.4,0.2367531003382187,107.1,0.211,0.625,67.8,0.5710000000000001,0.4579999999999999,63.16,18.75,11.84,25.0,0.0
"GARUBA, USMAN",2024,MAD,RMB,Real Madrid,14.096913580246914,2,0.9993466575084123,0.0006533424915870264,2.538389915241436e-51,0.9993466575084123,0.0,202.99999999999997,0.076,0.173,0.1159999999999999,0.131,9.2,12.3,81.7,0.340500065682883,79.4,0.225,0.5,68.6,0.655,0.235,38.2,35.29,11.24,47.19,3.37
"MIKE, ISIAHA",2024,PAR,PAR,Partizan Mozzart Bet Belgrade,15.357971014492756,0,0.9998523164354194,0.9998523164354194,3.183028022855185e-07,0.00014736526177809293,0.0,202.0,0.073,0.113,0.132,0.115,2.6,11.5,78.5,0.319052562045862,80.3,0.247,0.579,67.9,0.632,0.256,50.65,23.08,10.39,33.77,5.19
"ABRINES, ALEX",2024,BAR,BAR,FC Barcelona,17.006756756756758,0,0.9999998281235168,0.9999998281235168,1.7092295952123407e-07,9.535235853120807e-10,0.0,198.0,0.057,0.09,0.145,0.067,2.2,11.2,92.7,0.2822407628128724,86.0,0.176,0.913,73.1,0.5,0.379,78.63,11.65,1.53,14.5,5.34
"NDIAYE, ELI",2024,MAD,RMB,Real Madrid,13.978,0,0.9999970202058308,0.9999970202058308,3.056695424378332e-11,2.97976360192301e-06,0.0,204.0,0.062,0.1369999999999999,0.12,0.06,2.0,15.0,88.8,0.2861639719559307,105.7,0.156,0.667,76.8,0.545,0.341,57.14,20.45,6.49,27.27,9.09
"HARRISON, SHAQUILLE",2024,ASV,ASV,LDLC ASVEL Villeurbanne,16.351470588235294,0,0.996701826774466,0.996701826774466,1.1486546978615073e-06,0.0032970245708367437,0.0,192.0,0.022,0.0969999999999999,0.208,0.146,3.1,14.6,68.2,0.4647899991006385,57.1,0.23,0.5710000000000001,58.6,0.483,0.417,23.68,30.56,16.45,52.63,7.24
"DAVIDOVAC, DEJAN",2024,RED,CZV,Crvena Zvezda Meridianbet Belgrade,12.549404761904762,2,0.9999968487933232,3.1512064528006754e-06,2.2306868261453895e-13,0.9999968487933232,0.0,202.0,0.026,0.143,0.147,0.088,4.9,9.8,104.6,0.2948347009438884,121.2,0.424,0.821,64.5,0.659,0.4,37.88,36.0,10.61,43.94,7.58
"BROWN, VITTO",2024,MCO,ASM,AS Monaco,13.681884057971017,0,0.9268677482852707,0.9268677482852707,8.491249855234026e-09,0.07313224322347947,0.0,202.99999999999997,0.073,0.153,0.118,0.094,3.9,7.9,80.3,0.4019914199459773,80.3,0.281,0.8,70.1,0.5,0.2789999999999999,48.31,11.63,2.25,32.58,16.85
"GIEDRAITIS, DOVYDAS",2024,ZAL,ZAL,Zalgiris Kaunas,24.011666666666667,1,0.9487578207182433,0.05124185475513386,0.9487578207182433,3.2452662240870344e-07,0.0,192.0,0.032,0.055,0.225,0.126,0.8,7.5,68.7,0.3498299437773304,52.9,0.089,0.7859999999999999,62.400000000000006,0.4679999999999999,0.391,40.51,28.12,6.96,40.51,12.03
"SCHNEIDER, TIM",2024,BER,BER,ALBA Berlin,19.616666666666667,0,0.9999715831123416,0.9999715831123416,7.152601990330256e-13,2.841688694334025e-05,0.0,208.0,0.06,0.1369999999999999,0.064,0.128,3.7,5.9,81.9,0.346644010195412,65.4,0.204,0.5760000000000001,74.1,0.562,0.292,54.94,17.98,9.88,25.31,9.88
"TONUT, STEFANO",2024,MIL,EA7,EA7 Emporio Armani Milan,15.406172839506173,0,0.9999955388714522,0.9999955388714522,4.4605088939771e-06,6.196543475725515e-10,0.0,194.0,0.032,0.122,0.282,0.073,1.8,8.2,79.1,0.2661270935171087,110.0,0.134,0.556,60.900000000000006,0.556,0.452,46.27,12.9,1.49,41.79,10.45
"POKUSEVSKI, ALEKSEJ",2024,PAR,PAR,Partizan Mozzart Bet Belgrade,12.784567901234569,2,0.9999999999999964,2.0113673945948385e-15,4.54940844143099e-260,0.9999999999999964,0.0,212.0,0.061,0.145,0.2269999999999999,0.092,18.5,11.4,73.9,0.4067403795084737,91.0,0.144,0.6920000000000001,64.0,0.609,0.295,48.89,22.73,12.22,28.89,10.0
"FELIZ, ANDRES",2024,MAD,RMB,Real Madrid,14.193939393939392,1,0.995449390683928,0.0045496732838112754,0.995449390683928,9.36032260682282e-07,0.0,188.0,0.036,0.107,0.231,0.098,1.3,10.7,70.3,0.4790777113578139,70.3,0.21,0.621,61.4,0.544,0.292,34.78,8.33,2.9,60.87,1.45
"GIEDRAITIS, ROKAS",2024,RED,CZV,Crvena Zvezda Meridianbet Belgrade,15.800980392156864,2,0.9590447345511869,0.040660309997876315,0.00029495545093742863,0.9590447345511869,0.0,200.0,0.039,0.1159999999999999,0.146,0.05,2.8,13.5,90.8,0.3290935037538003,95.3,0.355,0.727,69.5,0.518,0.353,54.84,35.29,4.03,31.45,9.68
"LLULL, SERGIO",2024,MAD,RMB,Real Madrid,17.098333333333333,1,0.9313234658065154,0.06867653411464376,0.9313234658065154,7.884115219235906e-11,0.0,192.0,0.032,0.061,0.217,0.07,0.0,3.7,66.2,0.5848523247879911,51.0,0.182,0.812,65.9,0.405,0.292,70.08,5.41,0.76,20.83,8.33
"OLINDE, LOUIS",2024,BER,BER,ALBA Berlin,19.06376811594203,0,0.9999982125824514,0.9999982125824514,1.4592242428351674e-29,1.7874175480299908e-06,0.0,204.99999999999997,0.0559999999999999,0.114,0.153,0.1119999999999999,6.5,4.1,76.1,0.3881708985859814,69.6,0.211,0.75,67.2,0.672,0.196,49.12,12.5,7.89,36.84,6.14
"DIBARTOLOMEO, JOHN",2024,TEL,MTA,Maccabi Playtika Tel Aviv,17.421212121212122,0,1.0,1.0,3.254902128459294e-22,9.857817460969737e-32,0.0,183.0,0.048,0.076,0.133,0.048,0.0,13.3,102.5,0.2870064359018959,103.7,0.218,0.889,74.8,0.3329999999999999,0.427,83.06,17.48,0.0,8.87,8.06
"BIRCH, KHEM",2024,ULK,FBB,Fenerbahce Beko Istanbul,13.665277777777778,3,1.0,1.4089898446518843e-135,2.546046992469136e-168,5.4643634212157943e-17,1.0,204.99999999999997,0.141,0.177,0.139,0.204,9.9,9.9,82.5,0.3073483077548531,124.0,0.488,0.725,54.1,0.585,0.0,0.0,0.0,26.83,67.07,6.1
"VILDOZA, LUCA",2024,OLY,OLY,Olympiacos Piraeus,17.671212121212122,1,0.9998303934523244,0.00016960654751130852,0.9998303934523244,1.6435341988599568e-13,0.0,191.0,0.006,0.0969999999999999,0.342,0.121,1.1,9.1,59.6,0.4527137100231501,65.7,0.127,0.8240000000000001,50.900000000000006,0.487,0.368,70.9,15.79,0.0,18.66,10.45
"SANLI, SERTAC",2024,ULK,FBB,Fenerbahce Beko Istanbul,13.07020202020202,2,0.9954251977812992,0.004574802218700183,1.3492734644535015e-38,0.9954251977812992,0.0,212.0,0.0819999999999999,0.133,0.1159999999999999,0.106,7.9,7.4,96.3,0.4361064956142046,92.6,0.318,0.78,68.3,0.618,0.361,47.29,9.84,8.53,33.33,10.85
"GIFFEY, NIELS",2024,MUN,BAY,FC Bayern Munich,18.192666666666668,0,1.0,1.0,7.851633780851583e-18,1.5395908281524732e-19,0.0,199.0,0.035,0.091,0.152,0.126,3.3,3.3,106.7,0.3298032174136098,88.1,0.178,0.778,67.0,0.545,0.579,56.44,24.56,0.0,34.65,8.91
"DUNSTON, BRYANT",2024,ZAL,ZAL,Zalgiris Kaunas,15.699019607843136,3,0.9999999999998987,8.295872896152032e-102,4.340777681748607e-181,1.0166173577994173e-13,0.9999999999998987,202.99999999999997,0.125,0.125,0.183,0.12,10.7,10.7,87.5,0.299381752326235,115.2,0.379,0.639,59.8,0.624,0.0,2.11,0.0,26.32,60.0,11.58
"BIRUTIS, LAURYNAS",2024,ZAL,ZAL,Zalgiris Kaunas,13.02156862745098,3,0.9999999999998348,2.9454401890002474e-101,3.890969935458739e-167,1.6493747178604348e-13,0.9999999999998348,213.0,0.081,0.17,0.068,0.136,9.7,2.8,102.2,0.3993374491793405,105.1,0.496,0.596,65.3,0.635,0.0,0.0,0.0,27.83,66.96,5.22
"PARRA, JOEL",2024,BAR,BAR,FC Barcelona,14.97956989247312,0,0.9999207312303187,0.9999207312303187,7.428763368356762e-08,7.919448204741802e-05,0.0,202.0,0.075,0.153,0.11,0.064,1.7,10.4,88.0,0.373842509511162,97.9,0.165,0.773,77.0,0.586,0.239,34.59,17.39,10.53,45.86,9.02
"DA SILVA, OSCAR",2024,MUN,BAY,FC Bayern Munich,15.460666666666668,2,0.9996987929027301,0.00030120709727041184,1.116235169671905e-16,0.9996987929027301,0.0,206.0,0.091,0.152,0.093,0.156,4.7,9.3,94.3,0.329869345866931,109.1,0.216,0.684,68.6,0.652,0.316,21.59,15.79,7.95,61.36,9.09
"MITOGLOU, KONSTANTINOS",2024,PAN,PAO,Panathinaikos AKTOR Athens,16.146153846153847,0,0.9958056956292447,0.9958056956292447,2.7337444372366513e-07,0.004194030996311173,0.0,210.0,0.075,0.139,0.0969999999999999,0.093,1.6,7.3,94.7,0.3901858027632205,89.0,0.16,0.667,75.7,0.5329999999999999,0.431,34.76,15.38,6.42,36.36,22.46
"DIOP, KHALIFA",2024,BAS,BKN,Baskonia Vitoria-Gasteiz,14.4609375,3,0.9999999992827915,4.782133296493186e-93,1.5008801771554698e-178,7.172088017854354e-10,0.9999999992827915,212.0,0.136,0.15,0.104,0.153,11.1,7.6,91.1,0.3111831442463533,129.3,0.396,0.528,63.3,0.629,0.0,2.2,0.0,25.27,67.03,5.49
"ZAGARS, ARTURS",2024,ULK,FBB,Fenerbahce Beko Istanbul,14.91439393939394,1,1.0,1.7381665169956108e-97,1.0,5.546629310088278e-21,0.0,190.0,0.0279999999999999,0.061,0.256,0.146,0.5,4.5,64.9,0.6034438969878599,64.4,0.542,0.75,48.3,0.429,0.324,70.83,13.24,1.04,23.96,4.17
"DELOW, MALTE",2024,BER,BER,ALBA Berlin,18.19855072463768,0,0.9921782799626101,0.9921782799626101,0.006937654547843418,0.000884065489546548,0.0,198.0,0.061,0.1119999999999999,0.206,0.089,2.2,10.6,73.5,0.4286055586525444,75.7,0.188,0.773,65.1,0.62,0.196,39.32,8.7,7.69,47.86,5.13
"POLONARA, ACHILLE",2024,VIR,VIR,Virtus Segafredo Bologna,16.242929292929293,0,0.9969951060254849,0.9969951060254849,3.162131501735455e-39,0.0030048939745149312,0.0,202.0,0.068,0.136,0.149,0.0819999999999999,7.2,7.7,81.0,0.363234974036877,101.5,0.293,0.795,68.1,0.561,0.276,57.14,9.21,10.53,30.83,1.5
"IBAKA, SERGE",2024,MAD,RMB,Real Madrid,12.317816091954022,2,0.9999999685732566,3.1426742929965716e-08,2.7205217261298426e-48,0.9999999685732566,0.0,208.0,0.129,0.171,0.093,0.177,7.4,2.5,88.5,0.5682825549386461,86.1,0.206,0.75,66.9,0.632,0.317,30.15,4.88,11.76,52.21,5.88
"BROOKS, ARMONI",2024,MIL,EA7,EA7 Emporio Armani Milan,15.011979166666666,0,0.9999999900916103,0.9999999900916103,9.90838102494742e-09,8.519449594694334e-15,0.0,190.0,0.036,0.128,0.1009999999999999,0.069,1.2,6.5,98.5,0.512923706761961,79.1,0.15,0.966,77.9,0.4579999999999999,0.413,62.69,9.09,4.66,24.35,8.29
"HOWARD, MARKUS",2024,BAS,BKN,Baskonia Vitoria-Gasteiz,22.3390625,1,0.9997479860653314,0.00025201393466885364,0.9997479860653314,2.1082184771717657e-20,0.0,180.0,0.013,0.054,0.103,0.099,0.0,2.4,83.3,0.6490872210953347,42.4,0.174,0.85,74.1,0.444,0.3389999999999999,68.6,7.63,0.29,18.31,12.79
"PAPANIKOLAOU, KOSTAS",2024,OLY,OLY,Olympiacos Piraeus,18.76885964912281,2,0.9960491326896593,0.003950849270279614,1.8040060456989304e-08,0.9960491326896593,0.0,204.0,0.037,0.146,0.288,0.107,4.4,8.9,67.5,0.3782861682985534,87.4,0.265,0.6920000000000001,54.2,0.574,0.34,68.03,19.0,4.08,25.85,2.04
"BALDWIN, KAMAR",2024,BAS,BKN,Baskonia Vitoria-Gasteiz,21.412,1,0.9942694868833474,0.005730513116650499,0.9942694868833474,2.4933298521424455e-15,0.0,183.0,0.009,0.0819999999999999,0.303,0.075,1.6,7.2,58.0,0.5744442368765179,52.4,0.139,0.8,58.6,0.43,0.303,36.67,6.06,0.0,39.44,23.89
"DIMITRIJEVIC, NENO",2024,MIL,EA7,EA7 Emporio Armani Milan,16.849382716049384,1,0.9999999639591366,3.6040240355828325e-08,0.9999999639591366,6.231136486194869e-13,0.0,188.0,0.022,0.093,0.2319999999999999,0.124,0.0,3.3,61.6,0.7299970691676436,53.1,0.291,0.873,57.0,0.451,0.237,40.21,10.53,1.59,34.92,23.28
"BUTKEVICIUS, ARNAS",2024,ZAL,ZAL,Zalgiris Kaunas,22.01313131313131,0,0.9698810899154469,0.9698810899154469,6.632015614817384e-16,0.030118910084552197,0.0,199.0,0.049,0.15,0.1989999999999999,0.125,5.2,17.8,76.8,0.2634790987931905,112.9,0.307,0.743,59.6,0.465,0.38,62.28,19.72,8.77,28.07,0.88
"ABALDE, ALBERTO",2024,MAD,RMB,Real Madrid,18.87136752136752,0,0.9987339382929342,0.9987339382929342,0.0012650511567185703,1.0105503469995876e-06,0.0,202.0,0.0279999999999999,0.111,0.257,0.074,0.0,7.4,89.3,0.3497361806200321,101.0,0.162,0.885,62.4,0.589,0.46,54.37,6.9,1.88,34.38,9.38
"CANAAN, ISAIAH",2024,RED,CZV,Crvena Zvezda Meridianbet Belgrade,21.01904761904762,1,0.6496822579722411,0.35031774202732247,0.6496822579722411,4.36580791791343e-13,0.0,186.0,0.019,0.066,0.121,0.084,0.3,5.5,91.6,0.5185772541912098,61.2,0.213,0.8640000000000001,72.7,0.4679999999999999,0.3829999999999999,66.06,15.85,2.89,23.47,7.58
"SMITS, ROLANDS",2024,IST,EFS,Anadolu Efes Istanbul,18.14145299145299,0,0.8069047505987207,0.8069047505987207,0.004646832499801638,0.18844841690147848,0.0,206.99999999999997,0.045,0.118,0.132,0.135,1.1,4.0,97.7,0.3858566347082519,95.2,0.312,0.818,64.4,0.677,0.386,47.16,34.94,8.52,41.48,2.84
"MELLI, NICOLO",2024,ULK,FBB,Fenerbahce Beko Istanbul,17.27675438596491,0,0.9816363605171288,0.9816363605171288,6.941355815910158e-30,0.018363639482871265,0.0,204.0,0.087,0.1889999999999999,0.188,0.122,6.5,9.2,82.0,0.3472874514483004,112.1,0.192,0.607,63.7,0.619,0.373,56.85,14.46,6.16,26.03,10.96
"COLSON, BONZIE",2024,ULK,FBB,Fenerbahce Beko Istanbul,18.449572649572648,0,0.9999858343978376,0.9999858343978376,8.921075348822628e-12,1.4165593241029039e-05,0.0,198.0,0.071,0.155,0.07,0.099,3.3,8.3,86.2,0.4173538404521449,87.8,0.162,0.6579999999999999,77.6,0.478,0.357,41.88,32.65,6.41,35.47,16.24
"NWORA, JORDAN",2024,IST,EFS,Anadolu Efes Istanbul,16.82162162162162,0,0.992467678369529,0.992467678369529,1.6609419557705763e-05,0.007515712210913096,0.0,202.99999999999997,0.046,0.19,0.086,0.143,1.8,5.7,83.6,0.5409704370179949,75.2,0.152,0.865,72.3,0.508,0.345,48.97,27.73,4.53,35.39,11.11
"OSMANI, ERCAN",2024,IST,EFS,Anadolu Efes Istanbul,16.582905982905984,0,0.9801358481736243,0.9801358481736243,1.59948584321823e-05,0.019848156967943256,0.0,206.0,0.067,0.144,0.1369999999999999,0.1369999999999999,2.5,6.3,88.8,0.4402123492423461,94.0,0.217,0.927,66.3,0.557,0.392,39.15,24.32,10.58,46.56,3.7
"OBST, ANDREAS",2024,MUN,BAY,FC Bayern Munich,23.862962962962964,0,0.9999999999999964,0.9999999999999964,3.3238430939160012e-15,1.3154197195793032e-24,0.0,191.0,0.021,0.077,0.133,0.11,0.0,4.8,92.0,0.4651559832376222,62.8,0.093,0.741,72.8,0.412,0.425,82.47,13.33,1.03,12.37,4.12
"SIRVYDIS, DEIVIDAS",2024,ZAL,ZAL,Zalgiris Kaunas,16.54264705882353,1,0.8820490508489752,0.11620398195183405,0.8820490508489752,0.0017469671991904342,0.0,204.0,0.045,0.146,0.091,0.12,1.0,5.2,92.9,0.5500933416303672,77.3,0.319,0.691,69.1,0.515,0.3879999999999999,69.01,18.37,4.23,23.0,3.76
"MCDOWELL-WHITE, WILL",2024,BER,BER,ALBA Berlin,19.05227272727273,1,1.0,1.779117165183667e-17,1.0,7.054151201471454e-20,0.0,194.0,0.015,0.094,0.37,0.125,0.9,6.2,56.2,0.5353691995705594,68.7,0.045,1.0,49.5,0.5529999999999999,0.359,57.66,14.06,7.21,32.43,2.7
"GABRIEL, WENYEN",2024,TEL;PAN,MTA;PAO,Maccabi Playtika Tel Aviv;Panathinaikos AKTOR Athens,16.525520833333335,2,1.0,7.488752609895074e-86,2.179195345118088e-188,1.0,0.0,206.0,0.135,0.14,0.104,0.168,13.6,8.6,86.6,0.4175360080683286,101.5,0.412,0.411,61.7,0.6409999999999999,0.0,3.68,20.0,19.85,76.47,0.0
"LEE, PARIS",2024,ASV,ASV,LDLC ASVEL Villeurbanne,22.016666666666666,1,0.9976081635662906,0.002391836433709743,0.9976081635662906,2.384603583053089e-19,0.0,183.0,0.013,0.066,0.237,0.0819999999999999,0.3,6.1,62.9,0.5950037850113551,53.6,0.176,0.8420000000000001,63.2,0.3,0.341,58.33,8.73,1.85,32.41,7.41
"PAJOLA, ALESSANDRO",2024,VIR,VIR,Virtus Segafredo Bologna,23.615555555555556,1,0.9996237427569323,0.0003762572428838358,0.9996237427569323,1.8381563815520154e-13,0.0,194.0,0.013,0.103,0.395,0.122,1.3,11.2,52.0,0.4403876917286158,69.0,0.171,0.792,45.0,0.49,0.348,63.57,4.49,0.0,30.71,5.71
"WALKUP, THOMAS",2024,OLY,OLY,Olympiacos Piraeus,20.231410256410257,1,0.9999999798626098,2.0137389337727582e-08,0.9999999798626098,8.417361421569418e-26,0.0,193.0,0.027,0.113,0.462,0.154,1.2,10.0,39.7,0.4942809163207756,72.4,0.138,0.615,36.2,0.5,0.34,53.19,16.0,3.19,25.53,18.09
"MCKISSIC, SHAQUIELLE",2024,OLY,OLY,Olympiacos Piraeus,16.432894736842105,1,0.9935794962434531,1.629888775805045e-10,0.9935794962434531,0.006420503593557863,0.0,196.0,0.046,0.111,0.177,0.109,0.3,5.7,82.2,0.5598526703499079,78.5,0.422,0.652,60.2,0.627,0.312,51.66,6.42,10.43,34.6,3.32
"MALCOLM, COLLIN",2024,PRS,PBB,Paris Basketball,18.95353535353535,0,0.8224703286127989,0.8224703286127989,0.1763374825970556,0.0011921887901454409,0.0,200.99999999999997,0.034,0.115,0.134,0.0819999999999999,1.7,4.1,86.9,0.4642933276486891,82.1,0.2319999999999999,0.7709999999999999,71.1,0.5529999999999999,0.327,50.24,11.54,1.45,45.89,2.42
"LUWAWU-CABARROT, TIMOTHE",2024,BAS,BKN,Baskonia Vitoria-Gasteiz,24.941025641025643,1,0.8977821172629563,0.10212796848491712,0.8977821172629563,8.991425212632738e-05,0.0,198.0,0.049,0.094,0.146,0.144,1.1,5.5,71.5,0.5573146910661047,52.5,0.1939999999999999,0.848,65.4,0.434,0.337,42.62,10.89,3.8,33.33,20.25
"LUNDBERG, IFFE",2024,PAR,PAR,Partizan Mozzart Bet Belgrade,24.91217948717949,1,0.9992891656823703,0.0007108340851412905,0.9992891656823703,2.3248839011632742e-10,0.0,193.0,0.027,0.0819999999999999,0.247,0.092,0.0,7.3,65.2,0.4897202995136762,60.4,0.267,0.8,59.2,0.349,0.346,55.61,11.54,2.67,25.67,16.04
"NUNEZ, JUAN",2024,BAR,BAR,FC Barcelona,15.576666666666668,1,0.9999629168422179,3.708308477732102e-05,0.9999629168422179,7.300458211356738e-11,0.0,191.0,0.048,0.145,0.352,0.138,0.0,8.4,51.9,0.6163064412582923,77.1,0.177,0.65,47.400000000000006,0.534,0.275,35.4,0.0,4.42,51.33,8.85
"MITROVIC, LUKA",2024,RED,CZV,Crvena Zvezda Meridianbet Belgrade,12.543333333333331,3,1.0,4.8251064235387916e-244,1.324528633033183e-106,9.245656677342348e-27,1.0,206.0,0.104,0.179,0.158,0.158,3.9,3.9,92.6,0.4863141110815839,121.6,0.688,0.6729999999999999,52.6,0.65,0.0,0.0,0.0,10.0,88.75,1.25
"DOS SANTOS, YAGO",2024,RED,CZV,Crvena Zvezda Meridianbet Belgrade,16.244761904761905,1,0.9999999999933475,6.652748811566518e-12,0.9999999999933475,5.373247900353757e-20,0.0,179.0,0.017,0.1009999999999999,0.313,0.115,0.0,4.7,60.5,0.6402063668874949,72.0,0.293,0.815,50.599999999999994,0.381,0.391,47.28,3.45,4.35,40.22,8.15
"MOTIEJUNAS, DONATAS",2024,MCO,ASM,AS Monaco,14.729885057471265,2,0.9999999998943299,1.0564080478791314e-10,2.8925306556298843e-14,0.9999999998943299,0.0,213.0,0.099,0.157,0.132,0.127,3.9,4.9,90.6,0.4820132657042528,106.2,0.348,0.5429999999999999,64.4,0.593,0.474,14.39,5.26,6.06,73.48,6.06
"BRAZDEIKIS, IGNAS",2024,ZAL,ZAL,Zalgiris Kaunas,17.655172413793103,0,0.9974897385171749,0.9974897385171749,0.002010141999211686,0.0005001194836132899,0.0,200.0,0.06,0.158,0.1369999999999999,0.09,1.3,3.3,78.9,0.5890625,72.9,0.207,0.8859999999999999,70.9,0.522,0.24,35.21,16.0,7.04,43.66,14.08
"BROWN, LORENZO",2024,PAN,PAO,Panathinaikos AKTOR Athens,14.914473684210526,1,0.9967138626733744,0.0032856615923312596,0.9967138626733744,4.7573429487919886e-07,0.0,198.0,0.022,0.138,0.2789999999999999,0.134,0.5,7.9,65.0,0.6436700485222762,79.0,0.208,0.805,53.8,0.534,0.3329999999999999,41.12,32.1,6.09,34.01,18.78
"MORGAN, MATTHEW",2024,VIR,VIR,Virtus Segafredo Bologna,18.65686274509804,1,0.9999999823522546,1.2849178386669515e-13,0.9999999823522546,1.7647616634391685e-08,0.0,188.0,0.015,0.094,0.239,0.093,0.3,4.9,73.0,0.5735155018392012,71.1,0.385,0.925,57.1,0.56,0.271,63.94,11.28,2.4,28.85,4.81
"PROCIDA, GABRIELE",2024,BER,BER,ALBA Berlin,20.512179487179488,0,0.9999963647250598,0.9999963647250598,4.7674543778664336e-07,3.1585295031388146e-06,0.0,200.99999999999997,0.031,0.099,0.072,0.107,3.1,6.5,87.0,0.5460170630332197,69.2,0.262,0.7859999999999999,73.6,0.619,0.2189999999999999,44.86,12.5,14.95,23.83,16.36
"SMAILAGIC, ALEN",2024,ZAL,ZAL,Zalgiris Kaunas,15.004597701149423,2,0.9919026688244852,0.008097331175514687,1.3034245436089409e-46,0.9919026688244852,0.0,208.0,0.086,0.145,0.054,0.121,8.1,5.8,106.0,0.5131760379960166,101.5,0.302,0.735,72.8,0.677,0.349,38.89,20.63,16.67,36.42,8.02
"MANNION, NICCOLO",2024,MIL,EA7,EA7 Emporio Armani Milan,22.02469135802469,1,0.9999999999789062,1.9160977124311657e-12,0.9999999999789062,1.9177805524571725e-11,0.0,190.0,0.009,0.072,0.292,0.166,0.3,5.4,62.7,0.6174887892376681,57.5,0.282,0.82,48.3,0.573,0.33,49.72,11.36,5.08,33.33,11.86
"DIOUF, MOUHAMET",2024,VIR,VIR,Virtus Segafredo Bologna,15.853225806451611,3,1.0,1.0163904516436885e-154,7.537366822980246e-116,3.848058666613013e-16,1.0,206.0,0.096,0.139,0.071,0.115,6.6,11.0,105.9,0.372164004476549,134.4,0.7909999999999999,0.701,60.3,0.6,0.0,0.0,0.0,20.0,62.73,17.27
"LO, MAODO",2024,PRS,PBB,Paris Basketball,17.17183908045977,1,0.9994495142684277,0.0005504857308495121,0.9994495142684277,7.233408546517318e-13,0.0,192.0,0.023,0.075,0.172,0.108,0.3,3.6,80.6,0.7221125204993475,64.0,0.148,0.778,67.6,0.575,0.3329999999999999,47.95,0.85,0.41,49.18,2.46
"STRAZEL, MATTHEW",2024,MCO,ASM,AS Monaco,20.24878048780488,1,0.9999999998151274,1.84869842054493e-10,0.9999999998151274,2.7232957173694675e-15,0.0,182.0,0.027,0.044,0.236,0.103,0.2,5.1,82.1,0.4987954709708503,79.4,0.349,0.843,57.3,0.505,0.41,58.4,10.07,1.68,25.21,14.71
"BEAUBOIS, RODRIGUE",2024,IST,EFS,Anadolu Efes Istanbul,18.870202020202026,0,0.9999999998635367,0.9999999998635367,1.5385785231844178e-15,1.3646178078288303e-10,0.0,195.0,0.013,0.078,0.18,0.0579999999999999,3.4,8.2,99.8,0.4716430693466797,91.3,0.103,0.8640000000000001,72.8,0.5760000000000001,0.4589999999999999,57.01,18.03,2.8,27.1,13.08
"ULANOVAS, EDGARAS",2024,ZAL,ZAL,Zalgiris Kaunas,22.367156862745095,1,0.9999999991901314,8.893655077129511e-71,0.9999999991901314,8.098689134541504e-10,0.0,199.0,0.053,0.099,0.226,0.113,0.7,6.2,81.2,0.3621381139187797,101.3,0.5720000000000001,0.831,52.8,0.481,0.3939999999999999,45.52,18.18,4.14,37.93,12.41
